,Loss Disc Real,Loss Disc Fake,Mean Disc Real,Mean Disc Fake,Loss Gen,Mean Disc Fake (Gen Training)
63,0.09167104214429855,0.04908786714076996,0.9220554828643799,0.042324066162109375,5.391696453094482,0.012397385202348232
64,0.008128436282277107,0.45745354890823364,0.9919999837875366,0.3072064518928528,3.134176254272461,0.0854208692908287
65,0.012751485221087933,0.12557336688041687,0.9877641201019287,0.10307779163122177,3.292510509490967,0.09176038205623627
66,0.03806067258119583,0.07417099922895432,0.9646731615066528,0.06741510331630707,3.6617302894592285,0.05119702219963074
67,0.09421541541814804,0.1087794303894043,0.9184004664421082,0.09230317920446396,3.3971784114837646,0.07320872694253922
68,0.0707080066204071,0.026939278468489647,0.9359585046768188,0.023873813450336456,4.960832118988037,0.026018669828772545
69,0.04584352299571037,0.01595521904528141,0.9610888361930847,0.01532993745058775,4.390613079071045,0.033793602138757706
70,0.06194807589054108,0.07327494025230408,0.9424041509628296,0.06687752157449722,3.3797760009765625,0.06436645239591599
71,0.06561724841594696,0.05268686264753342,0.9411413073539734,0.04725763946771622,5.015687942504883,0.01891220174729824
72,0.054620176553726196,0.05094549059867859,0.948736846446991,0.04641827195882797,4.459607124328613,0.025709396228194237
73,0.07070448994636536,0.15998737514019012,0.9359557628631592,0.1218520998954773,3.8517894744873047,0.05495072528719902
74,0.021000057458877563,0.16093604266643524,0.9795758128166199,0.13437847793102264,2.747450590133667,0.12047841399908066
75,0.13988853991031647,0.017147889360785484,0.8801554441452026,0.016496337950229645,4.368378639221191,0.030245302245020866
76,0.02081075683236122,0.09794317930936813,0.9801139831542969,0.07087978720664978,4.788768291473389,0.029559608548879623
77,0.06739461421966553,0.04310283064842224,0.9378182888031006,0.040138423442840576,3.9809927940368652,0.04488865286111832
78,0.007591504603624344,0.0342131182551384,0.9924997091293335,0.032431744039058685,4.859554290771484,0.017957821488380432
79,0.018546579405665398,0.04144883155822754,0.9819955825805664,0.03769442439079285,3.3774516582489014,0.0828821137547493
80,0.010402739979326725,0.2615527808666229,0.9901108741760254,0.20496970415115356,3.1355862617492676,0.07871541380882263
81,0.007092948537319899,0.0855342298746109,0.9930152893066406,0.07373539358377457,3.4433486461639404,0.07743756473064423
82,0.014463342726230621,0.03388214111328125,0.9860547780990601,0.032035455107688904,4.297172546386719,0.03280290588736534
83,0.08874571323394775,0.1085900068283081,0.9205284118652344,0.09224244952201843,4.376811504364014,0.0307703148573637
84,0.02032417058944702,0.0728026032447815,0.9803023338317871,0.06295697391033173,3.04886531829834,0.09959135949611664
85,0.009984548203647137,0.12149578332901001,0.9901494979858398,0.10404716432094574,3.9496352672576904,0.04280922934412956
86,0.0981290191411972,0.06584681570529938,0.9129666090011597,0.051697444170713425,7.187932968139648,0.0034520169720053673
87,0.03971888870000839,0.02619308978319168,0.9622472524642944,0.02444840967655182,3.879835844039917,0.06290184706449509
88,0.25494903326034546,0.010608835145831108,0.8084465861320496,0.010335510596632957,4.574796199798584,0.02601548098027706
89,0.02208208665251732,0.08800047636032104,0.9785315990447998,0.07295414805412292,4.5570197105407715,0.02888488583266735
90,0.13854682445526123,0.026901153847575188,0.8799654245376587,0.025852631777524948,4.746850490570068,0.019608553498983383
91,0.05464717000722885,0.0467507466673851,0.9490337371826172,0.042081207036972046,4.830377578735352,0.021977625787258148
92,0.5524517893791199,0.013079136610031128,0.6409527063369751,0.012801263481378555,2.036642551422119,0.21641258895397186
93,0.04202215000987053,0.026324208825826645,0.9629572629928589,0.025060107931494713,3.9826362133026123,0.0443558506667614
94,0.0073898169212043285,0.15872158110141754,0.9926915168762207,0.12783373892307281,2.328299045562744,0.17452923953533173
95,0.13025318086147308,0.22885489463806152,0.891758918762207,0.16842329502105713,2.4182956218719482,0.18011152744293213
96,0.037334006279706955,0.08227486908435822,0.9645819664001465,0.06866796314716339,4.164652347564697,0.03901642933487892
97,0.01150346826761961,0.08308380097150803,0.9889160394668579,0.07248899340629578,5.660885810852051,0.010940797626972198
98,0.005584619008004665,0.10524742305278778,0.9944586753845215,0.0866621732711792,4.449193000793457,0.03752438351511955
99,0.1111035868525505,0.024836774915456772,0.9090980887413025,0.023835470899939537,4.041375160217285,0.04625662416219711
